gs_citations,is_intro_pres,is_meth_pres,is_res_pres,no_images,no_tables,no_alg,no_equations,fund_avail,accept_avail,suppl_info,link_to_code,target,index_terms
4,1,0,0,4,2,0,0,0,1,0,0,1,Computing methodologies
21,1,1,0,8,0,5,8,0,1,0,1,1,"Computer systems organization, Architectures, Parallel architectures, Computing methodologies, Modeling and simulation, Simulation types and techniques, Discrete-event simulation, Parallel computing methodologies, Parallel algorithms, Shared memory algorithms, General and reference, Cross-computing tools and techniques, Performance, Software and its engineering, Software organization and properties, Contextual software domains, Operating systems, Communications management, Process management, Multithreading, Process synchronization, Scheduling, Software system structures, Software architectures, Theory of computation, Design and analysis of algorithms, Parallel algorithms, Shared memory algorithms"
5,1,0,1,4,0,0,0,0,0,0,1,1,
2,1,0,0,8,4,6,0,1,1,0,0,1,"Computing methodologies, Modeling and simulation, Simulation support systems, Simulation theory, Simulation types and techniques, Agent / discrete models, Discrete-event simulation, Distributed simulation, Massively parallel and high-performance simulations"
2,1,1,0,7,1,4,0,1,1,0,0,1,"Applied computing, Life and medical sciences, Computational biology, Computing methodologies, Modeling and simulation, Simulation types and techniques, Multiscale systems"
6,1,1,1,27,3,0,1,1,0,1,0,1,"Computing methodologies, Computer graphics, Shape modeling, Shape analysis"
10,1,1,0,17,0,0,0,1,0,1,1,1,"Applied computing, Law, social and behavioral sciences, Computing methodologies, Modeling and simulation, Model development and analysis, Simulation support systems, Theory of computation, Models of computation, Concurrency, Process calculi"
9,1,0,0,8,3,0,4,1,0,0,1,1,"Computer systems organization, Architectures, Distributed architectures, Computing methodologies, Artificial intelligence, Distributed artificial intelligence, Planning and scheduling, Multi-agent planning, Software and its engineering, Software organization and properties, Software system structures, Software architectures, Theory of computation, Design and analysis of algorithms, Approximation algorithms analysis, Scheduling algorithms"
25,1,1,0,4,2,0,0,1,1,0,1,1,"Security and privacy, Security services, Digital rights management, Software and application security, Software reverse engineering"
39,1,1,0,11,3,0,0,1,1,0,1,1,"General and reference, Cross-computing tools and techniques, Measurement, Metrics, Performance"
11,1,1,0,5,3,1,0,1,1,0,1,1,"Software and its engineering, Software creation and management, Software verification and validation, Software defect analysis, Software testing and debugging"
10,1,1,0,13,2,2,0,1,1,0,1,1,"Computer systems organization, Architectures, Parallel architectures, Single instruction, multiple data, Software and its engineering, Software organization and properties, Software system structures, Software system models, Massively parallel systems"
88,1,0,0,2,0,0,0,1,1,0,0,1,"Software and its engineering, Software notations and tools, Compilers, General programming languages, Language types, Parallel programming languages"
240,1,1,0,0,1,0,0,1,0,0,1,1,
9,1,1,0,1,2,3,0,1,1,0,0,1,"Software and its engineering, Software notations and tools, Compilers, Retargetable compilers"
4,1,1,0,9,4,0,1,1,1,0,1,1,"General and reference, Cross-computing tools and techniques, Measurement, Metrics, Performance"
48,1,1,0,9,6,4,2,1,1,0,1,1,"Computer systems organization, Architectures, Parallel architectures, Single instruction, multiple data, Mathematics of computing, Mathematical analysis, Numerical analysis, Computations on matrices, Mathematical software, Mathematical software performance"
13,1,1,0,8,4,2,0,0,0,0,1,1,
11,1,1,0,8,5,1,0,1,1,0,0,1,"Software and its engineering, Software notations and tools, Compilers, General programming languages, Language features"
22,1,1,0,7,3,0,0,0,0,0,1,1,
1,1,1,0,11,6,7,2,0,0,0,0,1,
25,0,1,0,7,3,1,0,0,1,0,0,1,"Computing methodologies, Artificial intelligence, Computer vision, Machine learning, Machine learning approaches, Neural networks, Software and its engineering, Software notations and tools, Compilers, Software organization and properties, Extra-functional properties, Software performance"
20,1,0,1,1,0,0,0,0,0,0,0,1,"Computing methodologies, Modeling and simulation, Model development and analysis, Model verification and validation, Security and privacy, Formal methods and theory of security, Logic and verification, Trust frameworks, Theory of computation, Logic, Verification by model checking, Models of computation, Concurrency, Process calculi"
12,1,1,0,8,0,5,0,1,1,1,0,1,"Computing methodologies, Parallel computing methodologies, Parallel programming languages, Software and its engineering, Software creation and management, Software verification and validation, Software defect analysis, Software testing and debugging, Software notations and tools, General programming languages, Language types, Parallel programming languages"
18,1,1,0,5,1,0,0,1,1,1,1,1,"Software and its engineering, Software creation and management, Software verification and validation, Formal software verification, Software defect analysis, Software notations and tools, General programming languages, Language types, Concurrent programming languages, Software organization and properties, Software functional properties, Correctness, Synchronization"
49,1,1,0,10,4,5,0,1,1,1,1,1,"Theory of computation, Design and analysis of algorithms, Parallel algorithms"
35,1,1,0,6,7,1,2,1,1,1,1,1,"Social and professional topics, Professional topics, History of computing, History of programming languages, Software and its engineering, Software notations and tools, General programming languages"
39,1,1,0,7,5,3,0,0,1,1,1,1,"Software and its engineering, Software notations and tools, Compilers"
59,1,1,0,13,2,1,0,1,1,0,1,1,
41,1,1,0,6,4,4,0,1,1,1,1,1,"Software and its engineering, Software notations and tools, Compilers"
17,1,1,0,3,4,0,0,1,1,1,0,1,"Computer systems organization, Architectures, Parallel architectures, Multicore architectures, Computing methodologies, Parallel computing methodologies, Parallel algorithms, Shared memory algorithms, General and reference, Cross-computing tools and techniques, Performance, Software and its engineering, Software organization and properties, Contextual software domains, Operating systems, Process management, Multiprocessing / multiprogramming / multitasking, Multithreading, Extra-functional properties, Software performance"
16,1,1,0,16,1,0,0,0,0,1,0,1,
36,1,1,0,6,3,2,0,1,1,1,1,1,"Computing methodologies, Machine learning, Machine learning approaches, Neural networks, Software and its engineering, Software notations and tools, Compilers, Just-in-time compilers, Theory of computation, Design and analysis of algorithms, Parallel algorithms, Massively parallel algorithms"
63,1,1,0,11,3,1,0,0,1,1,1,1,"Computing methodologies, Machine learning, Machine learning approaches, Neural networks, Modeling and simulation, Model development and analysis, Modeling methodologies, Mathematics of computing, Mathematical analysis, Numerical analysis, Computations on matrices"
19,1,1,0,9,1,1,0,1,0,1,0,1,
40,1,0,0,5,0,0,0,1,1,1,0,1,"Software and its engineering, Software organization and properties, Contextual software domains, Operating systems, Memory management, Garbage collection, Theory of computation, Design and analysis of algorithms, Parallel algorithms, Shared memory algorithms"
1,1,1,0,7,1,2,6,1,0,0,1,1,
73,1,1,0,14,1,0,6,1,0,1,0,1,"Applied computing, Arts and humanities, Fine arts, Computing methodologies, Machine learning, Machine learning approaches, Neural networks"
68,1,1,1,12,0,0,6,0,1,0,1,1,"Applied computing, Physical sciences and engineering, Earth and atmospheric sciences"
28,1,1,0,5,0,5,36,0,0,0,0,1,"Computing methodologies, Modeling and simulation, Model development and analysis, Simulation types and techniques"
8,1,0,0,18,1,0,1,1,0,1,0,1,"Computing methodologies, Computer graphics, Shape modeling, Parametric curve and surface models, Volumetric models"
12,1,1,0,6,0,1,6,1,0,1,0,1,"Computing methodologies, Modeling and simulation, Model development and analysis, Modeling methodologies"
33,1,1,1,25,0,1,0,1,0,1,0,1,"Computing methodologies, Computer graphics, Animation, Physical simulation"
28,1,1,1,11,2,0,0,1,0,1,0,1,"Computing methodologies, Computer graphics, Animation, Physical simulation, Modeling and simulation, Simulation types and techniques, Continuous simulation"
29,1,1,0,9,1,0,0,1,0,1,0,1,"Computing methodologies, Modeling and simulation, Model development and analysis, Modeling methodologies, Simulation types and techniques"
51,1,0,0,4,0,0,1,0,1,0,0,1,"Information systems, Data management systems, Database management system engines, Online analytical processing engines, Information systems applications, Decision support systems, Data analytics"
103,1,0,0,14,12,5,0,1,0,0,1,1,
26,1,1,1,9,4,7,0,1,1,0,1,1,"Information systems, Information systems applications, Computational advertising"
99,1,1,0,11,2,0,0,1,1,0,1,1,"Computer systems organization, Architectures, Parallel architectures, Multicore architectures, Information systems, Data management systems, Database management system engines, Database transaction processing, Main memory engines, Record and buffer management, Software and its engineering, Software organization and properties, Contextual software domains, Operating systems, Process management, Concurrency control"
127,1,1,0,10,5,3,0,1,0,0,1,1,
15,1,1,0,13,0,0,0,0,1,0,0,1,"Information systems, Data management systems, Database management system engines, Database query processing, Software and its engineering, Software organization and properties, Software functional properties, Formal methods, Software verification, Theory of computation, Theory and algorithms for application domains, Database theory, Database query processing and optimization (theory)"
126,0,0,0,0,0,0,0,0,0,0,0,1,
131,1,1,1,0,1,1,12,1,0,1,0,1,
36,1,0,0,16,1,3,5,1,0,1,0,1,"Applied computing, Physical sciences and engineering, Engineering, Computer-aided design, Computing methodologies, Computer graphics, Animation, Physical simulation, Shape modeling"
49,1,1,0,13,3,1,0,1,0,1,0,1,"Computing methodologies, Computer graphics, Shape modeling, Theory of computation, Randomness, geometry and discrete structures, Computational geometry"
123,1,1,1,10,1,6,11,0,0,0,0,1,
73,1,0,1,9,5,0,0,0,1,1,0,1,"Information systems, Data management systems, Database management system engines, Database query processing, Query languages, Software and its engineering, Software notations and tools, Context specific languages, Domain specific languages"
11,1,0,1,14,24,6,9,1,1,1,0,1,"Information systems, Data management systems, Information systems applications, Data mining"
25,1,1,0,12,6,10,2,1,1,1,1,1,"Computing methodologies, Modeling and simulation, Simulation types and techniques, Massively parallel and high-performance simulations, Mathematics of computing, Discrete mathematics, Graph theory, Mathematical analysis, Mathematical optimization, Probability and statistics, Distribution functions, Theory of computation, Design and analysis of algorithms, Data structures design and analysis, Randomness, geometry and discrete structures, Random network models"
28,1,1,0,30,1,7,0,1,1,1,0,1,"Information systems, Data management systems, Data structures, Data access methods, Data scans, Point lookups, Unidimensional range search"
246,1,0,0,14,1,17,0,1,0,1,1,1,
74,1,1,0,13,1,0,1,1,1,1,1,1,"Information systems, Data management systems, Information systems applications, Decision support systems, Data analytics, Spatial-temporal systems, Mathematics of computing, Continuous mathematics, Topology"
0,1,1,1,11,4,9,3,1,0,0,0,1,
73,1,0,0,6,4,2,13,1,1,1,0,1,"Information systems, Information systems applications, Data mining"
65,1,0,0,14,5,0,0,0,0,0,1,1,
36,1,0,1,13,1,2,0,0,1,0,0,1,"Information systems, Data management systems, Data structures, Data layout, Data encryption, Database management system engines, Security and privacy, Database and storage security, Management and querying of encrypted data, Theory of computation, Theory and algorithms for application domains, Database theory, Theory of database privacy and security"
140,1,1,0,0,0,0,0,0,0,0,0,1,
35,1,1,0,27,1,0,0,0,0,0,0,1,
102,1,1,0,16,1,1,0,0,0,0,0,1,
28,1,1,0,10,5,1,0,1,0,0,0,1,"Computing methodologies, Parallel computing methodologies, Parallel algorithms, Theory of computation, Design and analysis of algorithms, Parallel algorithms"
275,1,1,0,15,0,0,0,1,0,0,0,1,"Mathematics of computing, Mathematical software"
26,1,1,0,12,0,1,0,1,1,0,0,1,"Information systems, Information retrieval, Retrieval tasks and goals, Clustering and classification, Information systems applications, Data mining, Clustering"
66,1,1,0,8,1,0,2,1,1,0,0,1,"Information systems, Data management systems, Database management system engines, Database query processing, Theory of computation, Theory and algorithms for application domains, Database theory, Database query processing and optimization (theory)"
179,1,1,0,11,1,0,0,0,1,0,0,1,"Information systems, Data management systems, Database management system engines, Database transaction processing"
23,1,1,0,10,0,0,0,1,1,0,1,1,"Information systems, Data management systems, Database management system engines"
64,1,1,0,11,0,2,0,0,1,0,0,1,"Information systems, Data management systems, Database management system engines, Database query processing, Parallel and distributed DBMSs, Theory of computation, Theory and algorithms for application domains, Database theory, Database query processing and optimization (theory)"
60,1,1,1,6,1,2,0,1,1,0,0,1,"Mathematics of computing, Discrete mathematics, Graph theory, Graph algorithms"
24,1,0,0,5,1,0,0,1,1,0,0,1,"Information systems, Information systems applications"
58,1,0,0,1,1,0,1,0,1,0,0,1,"Information systems, Data management systems, Database design and models, Physical data models"
56,1,0,1,9,9,10,0,1,1,0,0,1,"Mathematics of computing, Discrete mathematics, Graph theory"
178,1,0,0,11,10,6,3,0,1,0,0,1,"Information systems, Information systems applications"
81,1,1,0,18,0,4,0,0,1,0,0,1,"Information systems, Data management systems, Database management system engines"
101,1,1,0,21,7,0,0,0,1,0,0,1,"Computing methodologies, Machine learning, Learning paradigms, Supervised learning, Supervised learning by classification, Machine learning algorithms, Feature selection, Machine learning approaches, Classification and regression trees, Information systems, Information systems applications, Data mining"
71,1,1,1,14,11,4,5,0,1,0,0,1,"Information systems, Information systems applications, Data mining"
84,1,0,0,16,8,2,0,0,1,0,0,1,"Security and privacy, Database and storage security, Theory of computation, Theory and algorithms for application domains, Database theory, Theory of database privacy and security"
26,1,0,0,3,5,0,0,0,1,0,0,1,"Information systems, Data management systems, Database management system engines, Database query processing, Mathematics of computing, Mathematical analysis, Functional analysis, Approximation, Theory of computation, Design and analysis of algorithms, Approximation algorithms analysis, Theory and algorithms for application domains, Database theory, Database query processing and optimization (theory)"
86,1,1,0,21,0,5,3,0,1,0,0,1,"Information systems, Data management systems, Database management system engines, Database query processing, Theory of computation, Theory and algorithms for application domains, Database theory, Database query processing and optimization (theory)"
23,1,0,0,16,0,1,0,0,1,0,0,1,"Human-centered computing, Visualization, Visualization application domains, Geographic visualization, Information systems, Information systems applications, Spatial-temporal systems"
172,1,0,0,10,2,0,0,0,1,0,0,1,"Information systems, Data management systems, Database management system engines, Parallel and distributed DBMSs"
0,1,0,0,20,4,8,0,0,1,0,0,1,"Information systems, Information retrieval"
93,0,0,0,19,1,10,0,0,1,0,0,1,"Information systems, Information systems applications"
229,1,0,0,0,0,0,0,0,1,0,0,1,"Information systems, Data management systems, Database management system engines, Parallel and distributed DBMSs"
658,1,1,1,24,2,6,0,0,1,0,0,1,"Information systems, Data management systems, Database management system engines, Database query processing, Parallel and distributed DBMSs, Theory of computation, Theory and algorithms for application domains, Database theory, Database query processing and optimization (theory)"
38,1,1,0,8,2,0,0,0,1,0,0,1,"Computing methodologies, Concurrent computing methodologies, Information systems, Data management systems, Database management system engines, Database query processing, Theory of computation, Models of computation, Concurrency, Theory and algorithms for application domains, Database theory, Database query processing and optimization (theory)"
5,1,0,1,6,4,0,0,0,1,0,0,1,"Information systems, Data management systems, Database management system engines, Parallel and distributed DBMSs"
55,1,0,0,12,1,3,0,0,1,0,0,1,"Information systems, Data management systems, Database management system engines, Database query processing, Parallel and distributed DBMSs, World Wide Web, Web applications, Web services, Theory of computation, Theory and algorithms for application domains, Database theory, Database query processing and optimization (theory)"
28,1,1,0,19,0,4,1,0,1,0,0,1,"Computer systems organization, Architectures, Other architectures, Heterogeneous (hybrid) systems, Information systems, Data management systems, Database design and models, Database management system engines, Information integration, Extraction, transformation and loading, Information retrieval"
31,1,0,1,3,3,1,0,0,1,0,0,1,"Information systems, Data management systems, Database design and models"
87,1,1,0,4,5,0,0,0,1,0,0,1,"Human-centered computing, Visualization, Visualization application domains, Geographic visualization, Information systems, Data management systems, Data structures, Data access methods, Information retrieval, Document representation, Search engine architectures and scalability, Search engine indexing, Information systems applications, Spatial-temporal systems"
47,1,1,0,4,5,9,0,0,1,0,0,1,"Applied computing, Document management and text processing, Document preparation, Software and its engineering, Software notations and tools, Formal language definitions, Theory of computation, Formal languages and automata theory"
72,1,1,1,9,0,0,0,0,1,0,0,1,"Information systems, Data management systems"
296,1,1,0,9,0,0,0,0,1,0,0,1,"Information systems, Data management systems, Database management system engines, Database query processing, Theory of computation, Theory and algorithms for application domains, Database theory, Database query processing and optimization (theory)"
41,1,1,0,9,3,2,0,0,1,0,0,1,"Information systems, Data management systems, Database management system engines, Database query processing, Theory of computation, Theory and algorithms for application domains, Database theory, Database query processing and optimization (theory)"
17,1,1,0,16,3,5,0,0,1,0,0,1,"Information systems, Data management systems, Database design and models, Database management system engines, Database query processing, Query languages, Social and professional topics, Professional topics, Management of computing and information systems, Project and people management, Software and its engineering, Software creation and management, Software development process management, Software notations and tools, Software configuration management and version control systems, Theory of computation, Theory and algorithms for application domains, Database theory, Database query processing and optimization (theory)"
1,1,0,0,11,2,4,0,0,1,0,0,1,"Human-centered computing, Visualization, Visualization application domains, Scientific visualization, Information systems, Information systems applications, Mathematics of computing, Discrete mathematics, Graph theory, Graph algorithms"
63,1,0,0,21,1,7,0,0,1,0,0,1,"Information systems, Information systems applications"
66,1,0,0,11,6,2,8,0,1,0,0,1,"Information systems, Data management systems"
48,1,0,0,18,0,1,0,0,1,0,0,1,"Information systems, Data management systems, Database management system engines, Database query processing, Theory of computation, Theory and algorithms for application domains, Database theory, Database query processing and optimization (theory)"
55,1,1,0,15,0,1,0,0,1,0,0,1,"Information systems, Data management systems, Database management system engines, Database query processing, Mathematics of computing, Probability and statistics, Theory of computation, Theory and algorithms for application domains, Database theory, Database query processing and optimization (theory)"
157,1,1,0,7,5,0,0,0,1,0,0,1,"Information systems, Data management systems, Database management system engines, Database query processing, Theory of computation, Theory and algorithms for application domains, Database theory, Database query processing and optimization (theory)"
209,1,0,0,14,0,0,0,0,1,0,0,1,"Information systems, Data management systems, Database design and models, Physical data models, Database management system engines"
1562,1,1,0,10,0,0,0,0,1,0,0,1,"Information systems, Data management systems, Database management system engines, Parallel and distributed DBMSs"
891,1,1,0,9,3,0,5,0,1,0,0,1,"Security and privacy, Database and storage security, Theory of computation, Theory and algorithms for application domains, Database theory, Theory of database privacy and security"
18,1,1,0,15,1,0,0,0,1,0,0,1,"Information systems, Data management systems, Database management system engines, Database query processing, Information retrieval, Theory of computation, Theory and algorithms for application domains, Database theory, Database query processing and optimization (theory)"
152,1,0,0,29,3,1,0,0,1,0,0,1,"Information systems, Data management systems, Database management system engines, Database query processing, Security and privacy, Database and storage security, Theory of computation, Theory and algorithms for application domains, Database theory, Database query processing and optimization (theory), Theory of database privacy and security"
0,1,1,1,20,3,2,0,0,1,1,0,0,
0,1,1,1,19,1,1,0,0,1,1,1,0,
2,1,1,0,11,8,2,3,1,1,1,0,0,"Computing methodologies, Machine learning, Machine learning approaches, Neural networks, Mathematics of computing, Mathematical analysis, Differential equations, Partial differential equations"
0,1,0,1,22,5,1,0,1,1,1,1,0,
2,1,1,0,7,3,0,3,0,1,1,1,0,"Hardware, Emerging technologies, Quantum technologies, Quantum computation"
1,1,1,0,10,2,3,7,1,1,1,0,0,"Computing methodologies, Artificial intelligence, Distributed artificial intelligence, Cooperation and coordination, Multi-agent systems, Distributed computing methodologies, Distributed algorithms, Machine learning, Machine learning approaches, Neural networks"
0,1,1,1,7,2,2,9,1,1,1,1,0,"Applied computing, Physical sciences and engineering, Chemistry"
13,0,0,1,13,1,0,0,1,1,1,1,0,
3,1,0,0,2,1,0,0,1,1,1,0,0,"Computer systems organization, Dependable and fault-tolerant systems and networks, Availability, Redundancy, General and reference, Cross-computing tools and techniques, Reliability, Information systems, Data management systems, Middleware for databases, Data replication tools, Information storage systems, Storage architectures, Distributed storage"
0,1,1,0,0,2,0,7,1,1,1,0,0,"Applied computing, Life and medical sciences, Computational biology, Molecular structural biology, Computer systems organization, Architectures, Other architectures, Special purpose systems, Mathematics of computing, Mathematical analysis, Quadrature"
0,0,1,1,13,1,0,1,1,1,1,0,0,"Applied computing, Physical sciences and engineering, Physics"
0,1,1,0,19,1,3,1,1,1,1,1,0,
2,1,0,0,14,1,1,1,1,1,1,0,0,
1,0,1,1,8,4,0,4,1,1,1,0,0,"Applied computing, Physical sciences and engineering, Physics, Mathematics of computing, Mathematical analysis, Numerical analysis"
0,1,1,0,7,2,0,1,0,1,1,1,0,"Software and its engineering, Software organization and properties, Contextual software domains, Operating systems"
0,1,1,0,8,2,0,4,0,1,1,0,0,"Computing methodologies, Distributed computing methodologies, Distributed algorithms, Machine learning, Machine learning algorithms"
1,1,1,0,12,5,4,9,1,1,1,1,0,
0,1,0,0,10,3,1,0,1,1,1,1,0,"Theory of computation, Design and analysis of algorithms, Data structures design and analysis, Data compression, Pattern matching, Parallel algorithms, Massively parallel algorithms"
1,1,0,1,4,7,2,2,1,1,1,1,0,"Applied computing, Physical sciences and engineering, Physics, Computing methodologies, Distributed computing methodologies, Machine learning, Machine learning approaches, Neural networks, Modeling and simulation, Simulation types and techniques, Quantum mechanic simulation"
1,1,1,0,8,1,0,0,1,1,1,1,0,"Applied computing, Life and medical sciences, Computational biology, Computing methodologies, Machine learning, Modeling and simulation, Simulation support systems, Simulation tools, Simulation types and techniques, Massively parallel and high-performance simulations, Multiscale systems"
0,1,1,0,14,1,1,8,1,1,1,1,0,
0,1,0,0,9,5,0,0,0,1,1,1,0,"Computing methodologies, Parallel computing methodologies, Parallel algorithms, General and reference, Cross-computing tools and techniques, Performance, Hardware, Integrated circuits, Semiconductor memory, Non-volatile memory, Theory of computation, Design and analysis of algorithms, Graph algorithms analysis"
0,1,1,1,9,2,1,0,1,1,1,0,0,"Computing methodologies, Parallel computing methodologies, Parallel algorithms, Massively parallel algorithms"
0,1,1,0,18,3,0,5,1,1,1,1,0,"Computer systems organization, Architectures, Parallel architectures, Single instruction, multiple data, Hardware, Robustness, Hardware reliability, Transient errors and upsets"
0,1,1,0,9,4,5,0,1,1,1,1,0,
0,1,1,0,15,5,5,24,1,1,1,1,0,"Computing methodologies, Computer graphics, Image manipulation, Image processing, Theory of computation, Design and analysis of algorithms, Parallel algorithms, Massively parallel algorithms"
0,1,1,0,18,2,0,0,1,1,1,1,0,"Computing methodologies, Parallel computing methodologies, Parallel algorithms, Massively parallel algorithms, Information systems, Data management systems, Data structures, Data access methods, Data layout, Mathematics of computing, Discrete mathematics, Graph theory, Graph algorithms"
3,1,0,1,8,9,0,1,1,1,1,1,0,"Computing methodologies, Machine learning"
0,1,1,0,10,4,5,0,1,1,1,1,0,"Software and its engineering, Software organization and properties, Extra-functional properties, Software fault tolerance, Software reliability"
0,1,1,0,17,4,0,0,1,1,1,1,0,"General and reference, Document types, General conference proceedings, Hardware, Power and energy, Power estimation and optimization, Enterprise level and data centers power issues"
1,1,1,0,12,1,1,2,1,1,1,1,0,"Computer systems organization, Dependable and fault-tolerant systems and networks, Redundancy, General and reference, Cross-computing tools and techniques, Reliability"
0,1,1,1,11,3,1,0,0,1,1,1,0,"Applied computing, Life and medical sciences, Bioinformatics"
2,1,1,1,13,6,0,0,1,1,1,0,0,"Computing methodologies, Machine learning"
10,0,1,1,0,1,0,1,0,1,1,0,0,
2,0,0,1,9,2,0,13,1,1,1,1,0,
0,0,0,0,0,0,0,0,1,1,1,0,0,
2,1,0,0,26,7,1,0,0,1,0,1,0,"Computer systems organization, Architectures, Other architectures, Data flow architectures, Neural networks, Reconfigurable computing, Parallel architectures, Systolic arrays, Computing methodologies, Artificial intelligence"
25,1,1,0,12,2,0,0,0,1,0,0,0,"Computer systems organization, Architectures, Other architectures"
1,1,1,0,20,2,0,0,0,1,0,1,0,"Hardware, Communication hardware, interfaces and storage, External storage"
10,1,1,0,25,4,3,0,1,1,0,0,0,"Computer systems organization, Architectures"
4,1,1,1,30,3,0,3,0,1,0,1,0,"Hardware, Communication hardware, interfaces and storage, External storage"
6,1,1,0,6,6,0,0,1,1,0,1,0,"Software and its engineering, Software organization and properties, Contextual software domains, Operating systems, Memory management, Virtual memory"
6,1,1,0,19,4,1,0,1,1,0,1,0,"Networks, Network components, End nodes, Network adapters"
4,1,1,0,11,2,0,0,0,1,0,0,0,"Computer systems organization, Architectures, Other architectures, Special purpose systems, Hardware, Electronic design automation, High-level and register-transfer level synthesis, Hardware-software codesign"
4,1,1,0,12,4,0,0,1,1,0,1,0,"Computer systems organization, Architectures, Parallel architectures, Hardware, Emerging technologies, Memory and dense storage"
5,1,1,0,12,4,0,0,0,1,0,1,0,"Computer systems organization, Architectures, Other architectures, Reconfigurable computing, Security and privacy, Systems security, Operating systems security, Virtualization and security"
0,1,1,0,20,3,2,7,0,1,0,0,0,"Computer systems organization, Hardware, Emerging technologies, Biology-related information processing, Neural systems"
3,1,0,0,15,6,1,0,1,1,0,1,0,"Computer systems organization, Architectures, Other architectures, Special purpose systems"
4,1,1,0,16,11,0,0,0,0,0,0,0,"Computer systems organization, Dependable and fault-tolerant systems and networks, Redundancy, Embedded and cyber-physical systems, Embedded systems, Robotics, Networks, Network properties, Network reliability"
3,1,1,0,14,3,2,0,1,1,0,0,0,"Computer systems organization, Information systems, Information retrieval, Retrieval tasks and goals, Recommender systems, Software and its engineering, Software organization and properties, Software system structures"
10,1,1,0,5,2,0,0,0,1,0,1,0,"Security and privacy, Software and application security, Software security engineering, Software and its engineering, Software notations and tools, Compilers, Runtime environments"
1,1,1,1,9,1,3,0,1,1,0,1,0,"Computing methodologies, Machine learning, Software and its engineering, Software notations and tools, Compilers"
9,1,1,0,17,3,0,0,1,1,0,0,0,"Computer systems organization, Architectures"
10,1,1,0,7,2,2,7,1,1,0,0,0,"Computer systems organization, Architectures, Other architectures, Special purpose systems, Software and its engineering, Software notations and tools, Compilers"
2,1,0,0,13,1,0,0,1,1,0,1,0,"Networks, Network properties, Network security, Software and its engineering, Software creation and management, Software verification and validation"
2,1,1,0,5,6,1,0,0,1,0,1,0,"Software and its engineering, Software creation and management, Software verification and validation, Software defect analysis, Software testing and debugging, Software organization and properties, Contextual software domains, Operating systems, Memory management, Virtual memory, Process management, Concurrency control, Multithreading"
0,1,0,0,12,3,1,0,1,1,0,0,0,"Computer systems organization, Architectures, Other architectures, Data flow architectures, Serial architectures, Superscalar architectures"
2,1,1,1,16,6,0,0,0,1,0,0,0,"Computer systems organization, Architectures, Serial architectures, Reduced instruction set computing, Software and its engineering, Software notations and tools, Compilers"
2,1,1,0,18,4,0,0,0,0,0,0,0,"Hardware, Very large scale integration design, On-chip resource management, Information systems, Data management systems, Data structures, Data layout, Data compression, Software and its engineering, Software organization and properties, Contextual software domains, Operating systems, Memory management, Main memory"
9,1,0,0,16,3,1,1,1,1,0,1,0,"Hardware, Emerging technologies, Quantum technologies, Quantum computation, Software and its engineering, Software notations and tools, Compilers"
11,1,1,0,15,4,0,0,1,1,0,1,0,"Hardware, Communication hardware, interfaces and storage, Networking hardware, Networks, Network services, Cloud computing, Programmable networks"
5,1,1,1,15,7,0,0,1,1,0,0,0,"Computer systems organization, Architectures, Distributed architectures, Client-server architectures, Embedded and cyber-physical systems, System on a chip, Computing methodologies, Computer graphics, Graphics systems and interfaces, Virtual reality, Machine learning, Learning paradigms, Reinforcement learning, Sequential decision making"
3,1,1,0,20,3,3,10,1,1,0,0,0,"Computer systems organization, Architectures, Other architectures, Special purpose systems, General and reference, Cross-computing tools and techniques, Evaluation, Hardware, Robustness"
10,1,1,0,18,1,0,0,1,0,0,1,0,"Computer systems organization, Architectures, Distributed architectures, Cloud computing, n-tier architectures, Computing methodologies, Artificial intelligence, Knowledge representation and reasoning, Causal reasoning and diagnostics, Machine learning, Machine learning approaches, Neural networks, Software and its engineering, Software organization and properties, Extra-functional properties, Software performance"
7,1,1,0,4,1,1,0,1,1,0,1,0,"Software and its engineering, Software creation and management, Software verification and validation, Software defect analysis, Software testing and debugging, Software organization and properties, Extra-functional properties, Software reliability"
1,1,1,0,10,1,1,0,1,1,0,1,0,"Computing methodologies, Machine learning, Machine learning approaches, Learning in probabilistic graphical models, General and reference, Cross-computing tools and techniques, Measurement, Performance, Hardware, Integrated circuits, Reconfigurable logic and FPGAs, Hardware accelerators, Robustness, Fault tolerance, Error detection and error correction"
4,1,1,0,16,2,3,0,1,1,0,0,0,"Computer systems organization, Embedded and cyber-physical systems, Robotics, Hardware, Integrated circuits, Reconfigurable logic and FPGAs, Hardware accelerators"
1,1,1,1,12,1,0,0,1,1,0,1,0,"Computer systems organization, Architectures, Other architectures, Quantum computing, Software and its engineering, Software notations and tools, Compilers"
1,1,1,0,8,8,0,0,1,0,0,0,0,"Computer systems organization, Architectures, Other architectures, Security and privacy, Intrusion/anomaly detection and malware mitigation, Malware and its mitigation, Security in hardware, Hardware attacks and countermeasures, Side-channel analysis and countermeasures, Systems security, Operating systems security"
1,1,0,0,15,2,0,0,0,1,0,0,0,"Computer systems organization, Architectures, Distributed architectures, Cloud computing"
0,1,1,0,15,7,2,0,0,1,0,0,0,"Computer systems organization, Architectures, Parallel architectures, Hardware, Electronic design automation"
0,1,1,0,12,3,1,6,0,1,0,1,0,"Computer systems organization, Architectures, Other architectures, Special purpose systems, Hardware, Communication hardware, interfaces and storage, External storage"
